fuelbed,andreu_fuelbed_no,topo,cover,treatment,mfri,age,expected_pig,benchmark_ros,benchmark_pig,benchmark_dif,ms1_ros,ms1_pig,ms1_dif,ms2_ros,ms2_pig,ms2_dif,ms3_ros,ms3_pig,ms3_dif,ms4_ros,ms4_pig,ms4_dif,ms5_ros,ms5_pig,ms5_dif,ms6_ros,ms6_pig,ms6_dif,ms7_ros,ms7_pig,ms7_dif,ms8_ros,ms8_pig,ms8_dif
1011101,1011101,1,1,1,1,1,0.0076,2.8705,0.0342,0.0266,2.8705,0.1588,0.1512,2.141,0.1459,0.1383,0.2028,0.0177,0.0101,0.2411,0.0174,0.0098,0.2411,0,-0.0076,0.2411,0,-0.0076,0.2411,0,-0.0076,0.2411,0.034,0.0264
1011102,1011102,1,1,1,1,2,0.038,2.8318,0.0336,-0.0044,2.8318,0.1566,0.1186,2.1472,0.1464,0.1084,0.4948,0.0433,0.0053,0.5883,0.0424,0.0044,0.5883,0,-0.038,0.5883,0,-0.038,0.5883,0,-0.038,0.5883,0.083,0.045
1011103,1011103,1,1,1,1,3,0.266,3.1766,0.0384,-0.2276,3.1766,0.1757,-0.0903,2.3601,0.1609,-0.1051,1.4496,0.1268,-0.1392,1.7235,0.1241,-0.1419,1.7235,0,-0.266,1.7235,0,-0.266,1.7235,0,-0.266,1.7235,0.243,-0.023
1011104,1011104,1,1,1,1,4,0.494,6.9502,0.091,-0.403,6.9502,0.3844,-0.1096,4.2369,0.2888,-0.2052,4.2369,0.3707,-0.1233,5.0377,0.3627,-0.1313,5.0377,0,-0.494,5.0377,0,-0.494,5.0377,0,-0.494,5.0377,0.7103,0.2163
1011105,1011105,1,1,1,1,5,0.722,7.0034,0.0918,-0.6302,7.0034,0.3874,-0.3346,4.2694,0.291,-0.431,4.2694,0.3735,-0.3485,5.0763,0.3654,-0.3566,5.0763,0,-0.722,5.0763,0,-0.722,5.0763,0,-0.722,5.0763,0.7158,-0.0062
1011106,1011106,1,1,1,1,6,0.76,7.3522,0.0966,-0.6634,7.3522,0.4067,-0.3533,4.482,0.3055,-0.4545,4.482,0.3921,-0.3679,5.3291,0.3836,-0.3764,5.3291,0,-0.76,5.3291,0,-0.76,5.3291,0,-0.76,5.3291,0.7514,-0.0086
1011201,1011201,1,1,1,2,1,0.00646,4.1981,0.0527,0.04624,4.1981,0.2322,0.22574,2.2279,0.1519,0.14544,0.2,0.0175,0.01104,0.2346,0.0169,0.01044,0.2346,0,-0.00646,0.2346,0,-0.00646,0.2346,0,-0.00646,0.2346,0.0331,0.02664
1011202,1011202,1,1,1,2,2,0.0323,6.0291,0.0782,0.0459,6.0291,0.3335,0.3012,3.258,0.2221,0.1898,0.2778,0.0243,-0.008,0.3288,0.0237,-0.0086,0.3288,0,-0.0323,0.3288,0,-0.0323,0.3288,0,-0.0323,0.3288,0.0464,0.0141
1011203,1011203,1,1,1,2,3,0.2261,5.0467,0.0645,-0.1616,5.0467,0.2792,0.0531,2.5826,0.176,-0.0501,0.9941,0.087,-0.1391,1.1287,0.0813,-0.1448,0.9112,0,-0.2261,1.0297,0,-0.2261,0.9664,0,-0.2261,0.9664,0.1363,-0.0898
1011204,1011204,1,1,1,2,4,0.4199,4.7516,0.0604,-0.3595,4.7516,0.2628,-0.1571,2.5334,0.1727,-0.2472,0.8979,0.0786,-0.3413,1.0201,0.0734,-0.3465,0.8096,0,-0.4199,0.9219,0,-0.4199,0.8614,0,-0.4199,0.8614,0.1215,-0.2984
1011205,1011205,1,1,1,2,5,0.6137,6.0138,0.078,-0.5357,6.0138,0.3326,-0.2811,3.0205,0.2059,-0.4078,3.2414,0.2836,-0.3301,3.6164,0.2603,-0.3534,3.2508,0,-0.6137,3.451,0,-0.6137,3.346,0,-0.6137,3.346,0.4718,-0.1419
1011206,1011206,1,1,1,2,6,0.646,5.4793,0.0705,-0.5755,5.4793,0.3031,-0.3429,2.6767,0.1825,-0.4635,2.8349,0.248,-0.398,3.1846,0.2293,-0.4167,2.8842,0,-0.646,3.0492,0,-0.646,2.9628,0,-0.646,2.9628,0.4178,-0.2282
1011301,1011301,1,1,1,3,1,0.00532,5.0535,0.0646,0.05928,5.0535,0.2795,0.27418,1.5164,0.1034,0.09808,0.1463,0.0128,0.00748,0.1664,0.012,0.00668,0.1664,0,-0.00532,0.1664,0,-0.00532,0.1664,0,-0.00532,0.1664,0.0235,0.01818
1011302,1011302,1,1,1,3,2,0.0266,6.7476,0.0882,0.0616,6.7476,0.3732,0.3466,2.1212,0.1446,0.118,0.1945,0.017,-0.0096,0.2205,0.0159,-0.0107,0.2205,0,-0.0266,0.2205,0,-0.0266,0.2205,0,-0.0266,0.2205,0.0311,0.0045
1011303,1011303,1,1,1,3,3,0.1862,6.575,0.0858,-0.1004,6.575,0.3637,0.1775,1.9164,0.1306,-0.0556,1.19,0.1041,-0.0821,1.3258,0.0954,-0.0908,0.4282,0,-0.1862,0.9734,0,-0.1862,0.7254,0,-0.1862,0.7254,0.1023,-0.0839
1011304,1011304,1,1,1,3,4,0.3458,8.1244,0.1074,-0.2384,8.1244,0.4494,0.1036,2.5605,0.1745,-0.1713,1.5767,0.138,-0.2078,1.7221,0.124,-0.2218,0.5329,0,-0.3458,1.2382,0,-0.3458,0.913,0,-0.3458,0.913,0.1287,-0.2171
1011305,1011305,1,1,1,3,5,0.5054,7.5013,0.0987,-0.4067,7.5013,0.4149,-0.0905,2.4802,0.1691,-0.3363,3.3237,0.2908,-0.2146,3.6521,0.2629,-0.2425,2.3032,0,-0.5054,3.1326,0,-0.5054,2.7705,0,-0.5054,2.7705,0.3906,-0.1148
1011306,1011306,1,1,1,3,6,0.532,7.4175,0.0975,-0.4345,7.4175,0.4103,-0.1217,2.4425,0.1665,-0.3655,3.0943,0.2707,-0.2613,3.4152,0.2459,-0.2861,2.2288,0,-0.532,2.961,0,-0.532,2.6419,0,-0.532,2.6419,0.3725,-0.1595
1015103,2015103,1,1,5,1,3,0.266,7.6861,0.1013,-0.1647,7.6861,0.4251,0.1591,7.0251,0.4789,0.2129,2.9993,0.2624,-0.0036,3.2146,0.2314,-0.0346,2.9903,0,-0.266,3.1046,0,-0.266,3.0289,0,-0.266,3.0289,0.4271,0.1611
1015104,2015104,1,1,5,1,4,0.494,7.1033,0.0932,-0.4008,7.1033,0.3929,-0.1011,6.3929,0.4358,-0.0582,3.8088,0.3332,-0.1608,4.5286,0.326,-0.168,4.5286,0,-0.494,4.5286,0,-0.494,4.5286,0,-0.494,4.5286,0.6385,0.1445
1015203,2015203,1,1,5,2,3,0.2261,8.3102,0.11,-0.1161,8.3102,0.4597,0.2336,6.3872,0.4354,0.2093,2.6561,0.2324,0.0063,2.9226,0.2104,-0.0157,2.2739,0,-0.2261,2.6254,0,-0.2261,2.4372,0,-0.2261,2.4372,0.3436,0.1175
1015204,2015204,1,1,5,2,4,0.4199,10.3289,0.1381,-0.2818,10.3289,0.5713,0.1514,8.0818,0.5509,0.131,3.3786,0.2956,-0.1243,3.713,0.2673,-0.1526,2.8618,0,-0.4199,3.3195,0,-0.4199,3.0736,0,-0.4199,3.0736,0.4334,0.0135
1015302,2015302,1,1,5,3,2,0.0266,10.9097,0.1462,0.1196,10.9097,0.6035,0.5769,6.716,0.4578,0.4312,0.3304,0.0289,0.0023,0.3731,0.0269,0.0003,0.3731,0,-0.0266,0.3731,0,-0.0266,0.3731,0,-0.0266,0.3731,0.0526,0.026
1015303,2015303,1,1,5,3,3,0.1862,11.0044,0.1475,-0.0387,11.0044,0.6087,0.4225,6.4979,0.4429,0.2567,2.6321,0.2303,0.0441,2.9049,0.2091,0.0229,0.8671,0,-0.1862,2.093,0,-0.1862,1.5322,0,-0.1862,1.5322,0.216,0.0298
1015304,2015304,1,1,5,3,4,0.3458,11.3977,0.153,-0.1928,11.3977,0.6304,0.2846,6.4359,0.4387,0.0929,2.6793,0.2344,-0.1114,2.9561,0.2128,-0.133,0.8734,0,-0.3458,2.1261,0,-0.3458,1.553,0,-0.3458,1.553,0.219,-0.1268
1015401,2015401,1,1,5,4,1,0.00076,2.1899,0.0247,0.02394,2.1899,0.1211,0.12034,0.539,0.0367,0.03594,0.025,0.0022,0.00144,0.031,0.0022,0.00144,0.031,0,-0.00076,0.031,0,-0.00076,0.031,0,-0.00076,0.031,0.0044,0.00364
1015402,2015402,1,1,5,4,2,0.0038,3.8714,0.0481,0.0443,3.8714,0.2141,0.2103,1.1476,0.0782,0.0744,0.0539,0.0047,0.0009,0.0641,0.0046,0.0008,0.0641,0,-0.0038,0.0641,0,-0.0038,0.0641,0,-0.0038,0.0641,0.009,0.0052
1015403,2015403,1,1,5,4,3,0.0266,6.1805,0.0803,0.0537,6.1805,0.3419,0.3153,2.1186,0.1444,0.1178,1.0384,0.0909,0.0643,1.1159,0.0803,0.0537,0.1144,0,-0.0266,0.2359,0,-0.0266,0.1144,0,-0.0266,0.1144,0.0161,-0.0105
1015404,2015404,1,1,5,4,4,0.0494,7.5969,0.1,0.0506,7.5969,0.4202,0.3708,2.7598,0.1881,0.1387,1.4705,0.1287,0.0793,1.5648,0.1127,0.0633,0.1458,0,-0.0494,0.3143,0,-0.0494,0.1458,0,-0.0494,0.1458,0.0206,-0.0288
1031401,1031401,1,3,1,4,1,4.00E-04,5.4146,0.0696,0.0692,5.4146,0.2995,0.2991,0.386,0.0263,0.0259,0,0,-4.00E-04,0,0,-4.00E-04,0,0,-4.00E-04,0,0,-4.00E-04,0,0,-4.00E-04,0,0,-4.00E-04
1031402,1031402,1,3,1,4,2,0.002,5.601,0.0722,0.0702,5.601,0.3098,0.3078,0.4171,0.0284,0.0264,0,0,-0.002,0,0,-0.002,0,0,-0.002,0,0,-0.002,0,0,-0.002,0,0,-0.002
1031403,1031403,1,3,1,4,3,0.014,6.8943,0.0903,0.0763,6.8943,0.3813,0.3673,0.5872,0.04,0.026,0,0,-0.014,0,0,-0.014,0,0,-0.014,0,0,-0.014,0,0.0015,-0.0125,0,0,-0.014
1031404,1031404,1,3,1,4,4,0.026,6.4578,0.0842,0.0582,6.4578,0.3572,0.3312,0.6359,0.0433,0.0173,0,0,-0.026,0,0,-0.026,0,0,-0.026,0,0,-0.026,0,0.0025,-0.0235,0,0,-0.026
1031405,1031405,1,3,1,4,5,0.038,5.778,0.0747,0.0367,5.778,0.3196,0.2816,0.5684,0.0387,0.0007,0,0,-0.038,0,0,-0.038,0,0,-0.038,0,0,-0.038,0,0.0025,-0.0355,0,0,-0.038
1031406,1031406,1,3,1,4,6,0.04,5.1941,0.0666,0.0266,5.1941,0.2873,0.2473,0.2434,0.0166,-0.0234,0,0,-0.04,0,0,-0.04,0,0,-0.04,0,0,-0.04,0,0.0031,-0.0369,0,0,-0.04
1051301,1051301,1,5,1,3,1,0.00336,6.7464,0.0882,0.08484,6.7464,0.3732,0.36984,2.8137,0.1918,0.18844,0.1361,0.0119,0.00854,0.1479,0.0106,0.00724,0.1479,0,-0.00336,0.1479,0,-0.00336,0.1479,0.0038,0.00044,0.1479,0.0209,0.01754
1051302,1051302,1,5,1,3,2,0.0168,12.2105,0.1643,0.1475,12.2105,0.6754,0.6586,6.3825,0.4351,0.4183,0.3091,0.027,0.0102,0.3297,0.0237,0.0069,0.3297,0,-0.0168,0.3297,0,-0.0168,0.3297,0.0042,-0.0126,0.3297,0.0465,0.0297
1051303,1051303,1,5,1,3,3,0.1176,16.4497,0.2234,0.1058,16.4497,0.9099,0.7923,10.5408,0.7185,0.6009,6.7463,0.5903,0.4727,6.9632,0.5013,0.3837,0.5342,0,-0.1176,1.2418,0,-0.1176,0.5342,0.0053,-0.1123,0.5342,0.0753,-0.0423
1051304,1051304,1,5,1,3,4,0.2184,17.9214,0.2439,0.0255,17.9214,0.9913,0.7729,12.4901,0.8514,0.633,8.4146,0.7362,0.5178,8.5867,0.6182,0.3998,0.6274,0,-0.2184,1.4787,0,-0.2184,0.6274,0.0061,-0.2123,0.6274,0.0885,-0.1299
1051305,1051305,1,5,1,3,5,0.3192,18.0788,0.2461,-0.0731,18.0788,1,0.6808,12.5403,0.8548,0.5356,10.8657,0.9507,0.6315,12.2174,0.8795,0.5603,0.6675,0,-0.3192,11.3373,0,-0.3192,4.4886,0.0062,-0.313,4.4886,0.6329,0.3137
1051306,1051306,1,5,1,3,6,0.336,18.0788,0.2461,-0.0899,18.0788,1,0.664,12.5403,0.8548,0.5188,10.8657,0.9507,0.6147,12.2174,0.8795,0.5435,0.6675,0,-0.336,11.3373,0,-0.336,4.4886,0.0062,-0.3298,4.4886,0.6329,0.2969
1051401,1051401,1,5,1,4,1,0.00048,13.7856,0.1863,0.18582,13.7856,0.7625,0.76202,3.1912,0.2175,0.21702,0,0,-0.00048,0,0,-0.00048,0,0,-0.00048,0,0,-0.00048,0,0.0074,0.00692,0,0,-0.00048
1051402,1051402,1,5,1,4,2,0.0024,4.148,0.052,0.0496,4.148,0.2294,0.227,0.536,0.0365,0.0341,0,0,-0.0024,0,0,-0.0024,0,0,-0.0024,0,0,-0.0024,0,0.0074,0.005,0,0,-0.0024
1051403,1051403,1,5,1,4,3,0.0168,8.9857,0.1194,0.1026,8.9857,0.497,0.4802,1.5734,0.1073,0.0905,0,0,-0.0168,0,0,-0.0168,0,0,-0.0168,0,0,-0.0168,0,0.0081,-0.0087,0,0,-0.0168
1051404,1051404,1,5,1,4,4,0.0312,13.0756,0.1764,0.1452,13.0756,0.7233,0.6921,3.6287,0.2474,0.2162,0,0,-0.0312,0,0,-0.0312,0,0,-0.0312,0,0,-0.0312,0,0.0081,-0.0231,0,0,-0.0312
1051405,1051405,1,5,1,4,5,0.0456,13.2582,0.1789,0.1333,13.2582,0.7334,0.6878,3.6615,0.2496,0.204,0,0,-0.0456,0,0,-0.0456,0,0,-0.0456,0,0,-0.0456,0,0.0081,-0.0375,0,0,-0.0456
1051406,1051406,1,5,1,4,6,0.048,13.2582,0.1789,0.1309,13.2582,0.7334,0.6854,3.6615,0.2496,0.2016,0,0,-0.048,0,0,-0.048,0,0,-0.048,0,0,-0.048,0,0.0081,-0.0399,0,0,-0.048
1061401,1061000,1,6,1,4,1,0,2.8904,0.0344,0.0344,2.8904,0.1599,0.1599,0.1801,0.0123,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082,0.0082,0,0,0
1069000,1069000,1,6,9,0,0,0,2.3118,0.0264,0.0264,2.3118,0.1279,0.1279,0.1055,0.0072,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086,0.0086,0,0,0
1071401,1071000,1,7,1,4,1,8.00E-04,72.1724,1,0.9992,0,0,-8.00E-04,0,0,-8.00E-04,0,0,-8.00E-04,0,0,-8.00E-04,0,0,-8.00E-04,0,0,-8.00E-04,0,0.0095,0.0087,0,0,-8.00E-04
2011101,2011101,2,1,1,1,1,0.008075,4.665,0.0592,0.051125,4.665,0.258,0.249925,4.3678,0.2977,0.289625,0.2845,0.0249,0.016825,0.3103,0.0223,0.014225,0.3103,0,-0.008075,0.3103,0,-0.008075,0.3103,0.0095,0.001425,0.3103,0.0438,0.035725
2011102,2011102,2,1,1,1,2,0.040375,4.8206,0.0613,0.020925,4.8206,0.2666,0.226225,4.5136,0.3077,0.267325,0.3999,0.035,-0.005375,0.4754,0.0342,-0.006175,0.4754,0,-0.040375,0.4754,0,-0.040375,0.4754,0.0112,-0.029175,0.4754,0.067,0.026625
2011103,2011103,2,1,1,1,3,0.282625,5.0939,0.0652,-0.217425,5.0939,0.2818,-0.000825,4.6905,0.3197,0.037075,1.4316,0.1253,-0.157325,1.5319,0.1103,-0.172325,1.4303,0,-0.282625,1.4819,0,-0.282625,1.4477,0.0112,-0.271425,1.4477,0.2041,-0.078525
2011104,2011104,2,1,1,1,4,0.524875,6.237,0.0811,-0.443775,6.237,0.345,-0.179875,4.8966,0.3338,-0.191075,3.8022,0.3327,-0.192175,4.5207,0.3254,-0.199475,4.5207,0,-0.524875,4.5207,0,-0.524875,4.5207,0.0116,-0.513275,4.5207,0.6374,0.112525
2011105,2011105,2,1,1,1,5,0.767125,6.3907,0.0832,-0.683925,6.3907,0.3535,-0.413625,5.0174,0.342,-0.425125,3.8959,0.3409,-0.426225,4.6322,0.3335,-0.433625,4.6322,0,-0.767125,4.6322,0,-0.767125,4.6322,0.0123,-0.754825,4.6322,0.6531,-0.114025
2011106,2011106,2,1,1,1,6,0.8075,6.2404,0.0811,-0.7264,6.2404,0.3452,-0.4623,4.8993,0.334,-0.4735,3.8042,0.3328,-0.4747,4.5232,0.3256,-0.4819,4.5232,0,-0.8075,4.5232,0,-0.8075,4.5232,0.0123,-0.7952,4.5232,0.6378,-0.1697
2011201,2011201,2,1,1,2,1,0.00686375,2.6152,0.0306,0.02373625,2.6152,0.1447,0.13783625,1.9743,0.1346,0.12773625,0.1207,0.0106,0.00373625,0.1452,0.0105,0.00363625,0.1452,0,-0.00686375,0.1452,0,-0.00686375,0.1452,0.0129,0.00603625,0.1452,0.0205,0.01363625
2011202,2011202,2,1,1,2,2,0.03431875,3.8897,0.0484,0.01408125,3.8897,0.2152,0.18088125,2.8957,0.1974,0.16308125,0.1829,0.016,-0.01831875,0.2233,0.0161,-0.01821875,0.2233,0,-0.03431875,0.2233,0,-0.03431875,0.2233,0.013,-0.02131875,0.2233,0.0315,-0.00281875
2011203,2011203,2,1,1,2,3,0.24023125,6.2437,0.0812,-0.15903125,6.2437,0.3454,0.10516875,4.7385,0.323,0.08276875,1.8862,0.165,-0.07523125,2.0928,0.1507,-0.08953125,1.6394,0,-0.24023125,1.8859,0,-0.24023125,1.7542,0.013,-0.22723125,1.7542,0.2473,0.00706875
